Symbol,InstrumentToken,Name,BSE_TOKEN,NSE_TOKEN,Segment,InstrumentType
ROSSELLIND,136491012,ROSSELL INDIA,533168,28913,BSE,EQ
94SCL27U-N1,7401985,,,28914,NSE,EQ
99SCL27V-N1,7402241,,,28915,NSE,EQ
902SCL27Q-N1,7403521,,,28920,NSE,EQ
948SCL27R-N1,7403777,,,28921,NSE,EQ
SCL271224B-N1,7404289,,,28923,NSE,EQ
965SCL29S-N1,7404545,,,28924,NSE,EQ
1015SCL29T-N1,7404801,,,28925,NSE,EQ
925SCL29S-N1,7405057,,,28926,NSE,EQ
971SCL29T-N1,7405313,,,28927,NSE,EQ
1050SCL31T-N1,7405569,,,28928,NSE,EQ
1003SCL31P-N1,7405825,,,28929,NSE,EQ
1025SCL34U-N1,7406081,,,28930,NSE,EQ
1075SCL34T-N1,7406337,,,28931,NSE,EQ
98SCL34Z-N1,7406593,,,28932,NSE,EQ
1025SCL34Z-N1,7406849,,,28933,NSE,EQ
DUCON,136876548,DUCON INFRATECHNOLOGIES,534674,28952,BSE,EQ
UNIMECH,139346436,UNIMECH AEROSPACE AND MANUFACT,544322,28960,BSE,EQ
818GFL26-N0,7415041,,,28965,NSE,EQ
102CCSP27A-N0,7415553,,,28967,NSE,EQ
CONSUMER,139346692,MIRAE ASSET MUTUAL FUND,544323,28969,BSE,EQ
825TCSL27-N0,7417089,,,28973,NSE,EQ
93HFL34-N0,7417601,,,28975,NSE,EQ
87HFL27-N0,7418113,,,28977,NSE,EQ
87HFL26-N0,7418625,,,28979,NSE,EQ
819CIFL26-N0,7419137,,,28981,NSE,EQ
ANYA-SM,7419649,ANYA POLYTECH & FERTI,,28983,NSE,EQ
364D010126-TB,7421697,GOI TBILL 364D-01/01/26,,28991,NSE,EQ
717AP37-SG,7421953,SDL AP 7.17% 2037,,28992,NSE,EQ
717AP38-SG,7422209,SDL AP 7.17% 2038,,28993,NSE,EQ
717AP39-SG,7422721,SDL AP 7.17% 2039,,28995,NSE,EQ
718HR38-SG,7422977,SDL HR 7.18% 2038,,28996,NSE,EQ
711JK55-SG,7424257,SDL JK 7.11% 2055,,29001,NSE,EQ
715KA42-SG,7424513,SDL KA 7.15% 2042,,29002,NSE,EQ
715KA43-SG,7424769,SDL KA 7.15% 2043,,29003,NSE,EQ
717MP38-SG,7425025,SDL MP 7.17% 2038,,29004,NSE,EQ
712MP47-SG,7425281,SDL MP 7.12% 2047,,29005,NSE,EQ
712TS51-SG,7425537,SDL TS 7.12% 2051,,29006,NSE,EQ
715UP37-SG,7425793,SDL UP 7.15% 2037,,29007,NSE,EQ
TVSHLTD,133134340,TVS HOLDINGS ,520056,29008,BSE,EQ
715WB40-SG,7426305,SDL WB 7.15% 2040,,29009,NSE,EQ
716WB42-SG,7426561,SDL WB 7.16% 2042,,29010,NSE,EQ
ARSHIYA-BZ,7427841,ARSHIYA,,29015,NSE,EQ
CEREBRAINT-BZ,7428097,CEREBRA INT TECH,,29016,NSE,EQ
950ISF26A-N0,7428353,,,29017,NSE,EQ
ECAPINSURE,139347460,EDELWEISS MUTUAL FUND,544326,29019,BSE,EQ
810NIT40-N0,7429633,,,29022,NSE,EQ
INDOFARM,139347972,INDO FARM EQUIPMENT,544328,29025,BSE,EQ
725IOCL30-N0,7432961,,,29035,NSE,EQ
930PCHFL27-N0,7433473,,,29037,NSE,EQ
364D080126-TB,7435777,GOI TBILL 364D-08/01/26,,29046,NSE,EQ
701GJ31-SG,7436033,SDL GJ 7.01% 2031,,29047,NSE,EQ
710KA32-SG,7436289,SDL KA 7.10% 2032,,29048,NSE,EQ
713UK32-SG,7436545,SDL UK 7.13% 2032,,29049,NSE,EQ
ZUARI,136893956,ZUARI AGRO CHEMICALS,534742,29050,BSE,EQ
705GJ32-SG,7437057,SDL GJ 7.05% 2032,,29051,NSE,EQ
710KA33-SG,7437313,SDL KA 7.10% 2033,,29052,NSE,EQ
706GJ34-SG,7438593,SDL GJ 7.06% 2034,,29057,NSE,EQ
715AS35-SG,7438849,SDL AS 7.15% 2035,,29058,NSE,EQ
715BR35-SG,7439105,SDL BR 7.15% 2035,,29059,NSE,EQ
715HR38-SG,7439361,SDL HR 7.15% 2038,,29060,NSE,EQ
711MH38-SG,7439617,SDL MH 7.11% 2038,,29061,NSE,EQ
715BR40-SG,7440129,SDL BR 7.15% 2040,,29063,NSE,EQ
714MH43-SG,7440385,SDL MH 7.14% 2043,,29064,NSE,EQ
713TS49-SG,7441665,SDL TS 7.13% 2049,,29069,NSE,EQ
712TS54-SG,7441921,SDL TS 7.12% 2054,,29070,NSE,EQ
711TS55-SG,7442177,SDL TS 7.11% 2055,,29071,NSE,EQ
711TN55-SG,7442433,SDL TN 7.11% 2055,,29072,NSE,EQ
8104PHFL28-N0,7442689,,,29073,NSE,EQ
SGLTL,139349252,STANDARD GLASS LINING TECHNOLO,544333,29075,BSE,EQ
QUADFUTURE,139350020,QUADRANT FUTURE TEK ,544336,29087,BSE,EQ
DELTIC-SM,7447553,DELTA AUTOCORP,,29092,NSE,EQ
830TPL28-N0,7448577,,,29096,NSE,EQ
DDEVPLSTIK,139148036,DDEV PLASTIKS INDUSTRIES LIMIT,543547,29098,BSE,EQ
773TCHFL30-N0,7450369,,,29103,NSE,EQ
995SCL35-N0,7450881,,,29105,NSE,EQ
722GJ35-SG,7451393,SDL GJ 7.22% 2035,,29107,NSE,EQ
722TN35-SG,7451649,SDL TN 7.22% 2035,,29108,NSE,EQ
738REC27TF-N2,7452417,,,29111,NSE,EQ
CARERATING,136909828,CARE RATINGS ,534804,29113,BSE,EQ
722KA36-SG,7453185,SDL KA 7.22% 2036,,29114,NSE,EQ
723PN37-SG,7453441,SDL PN 7.23% 2037,,29115,NSE,EQ
722HR38-SG,7454721,SDL HR 7.22% 2038,,29120,NSE,EQ
722BR40-SG,7454977,SDL BR 7.22% 2040,,29121,NSE,EQ
723MZ40-SG,7455233,SDL MZ 7.23% 2040,,29122,NSE,EQ
723MH41-SG,7455489,SDL MH 7.23% 2041,,29123,NSE,EQ
PCJEWELLER,136911108,PC JEWELLER,534809,29124,BSE,EQ
724MH44-SG,7456001,SDL MH 7.24% 2044,,29125,NSE,EQ
724KL44-SG,7456257,SDL KL 7.24% 2044,,29126,NSE,EQ
72JK47-SG,7457537,SDL JK 7.2% 2047,,29131,NSE,EQ
722BR35-SG,7457793,SDL BR 7.22% 2035,,29132,NSE,EQ
INDUSTOWER,136912900,INDUS TOWERS,534816,29135,BSE,EQ
364D150126-TB,7458817,GOI TBILL 364D-15/01/26,,29136,NSE,EQ
NAVKARURB-BE,7462145,NAVKAR URBANSTRUCTURE,,29149,NSE,EQ
SATKARTAR-SM,7462657,SAT KARTAR SHOPPING,,29151,NSE,EQ
720RECL35-N0,7463681,,,29155,NSE,EQ
CAPINVIT-IV,7464193,CAPITAL INFRA TRUST,,29157,NSE,EQ
SWANDEF-BE,7465985,SWAN DEFENCE N HEVY IND L,,29164,NSE,EQ
723BOB35-N0,7466753,,,29167,NSE,EQ
770SUNF28-N0,7467265,,,29169,NSE,EQ
LAXMIDENTL,139350788,LAXMI DENTAL ,544339,29171,BSE,EQ
BARFLEX-SM,7469057,BARFLEX POLYFILMS,,29176,NSE,EQ
725IRFC35B-N0,7470081,,,29180,NSE,EQ
990IIFL26-N0,7470593,,,29182,NSE,EQ
867MUTF30-N0,7471105,,,29184,NSE,EQ
990IIFL26B-N0,7471617,,,29186,NSE,EQ
990IIFL26A-N0,7472129,,,29188,NSE,EQ
78537ABH30-N0,7472641,,,29190,NSE,EQ
KKJEWELS-SM,7473153,KABRA JEWELS,,29192,NSE,EQ
728IREDA35-N0,7474177,,,29196,NSE,EQ
758LICH35-N0,7475201,,,29200,NSE,EQ
806TFSIL28-N0,7475713,,,29202,NSE,EQ
STALLION-BE,7476481,STALLION IND FLUOROCHEM L,,29205,NSE,EQ
SITINET-BZ,7477761,SITI NETWORKS,,29210,NSE,EQ
364D220126-TB,7478529,GOI TBILL 364D-22/01/26,,29213,NSE,EQ
ONESOURCE,139338756,ONESOURCE SPECIALTY PHARMA LIM,544292,29224,BSE,EQ
EMAPARTNER-SM,7482625,EMA PARTNERS INDIA,,29229,NSE,EQ
720LT35-N0,7483649,,,29233,NSE,EQ
715BR37-SG,7484161,SDL BR 7.15% 2037,,29235,NSE,EQ
714BR45-SG,7484417,SDL BR 7.14% 2045,,29236,NSE,EQ
712GJ35-SG,7484673,SDL GJ 7.12% 2035,,29237,NSE,EQ
714HR38-SG,7484929,SDL HR 7.14% 2038,,29238,NSE,EQ
715KA38-SG,7485185,SDL KA 7.15% 2038,,29239,NSE,EQ
714KL45-SG,7485441,SDL KL 7.14% 2045,,29240,NSE,EQ
715TN35-SG,7485697,SDL TN 7.15% 2035,,29241,NSE,EQ
712TN55-SG,7485953,SDL TN 7.12% 2055,,29242,NSE,EQ
PCHFL23125-N0,7486209,,,29243,NSE,EQ
875TVSH30-N0,7486721,,,29245,NSE,EQ
PCHF230125-N0,7487233,,,29247,NSE,EQ
900CIFL35-N0,7487745,,,29249,NSE,EQ
ITCHOTELS,139347204,ITC HOTELS ,544325,29251,BSE,EQ
DENTA,139352324,DENTA WATER AND INFRA SOLUTION,544345,29256,BSE,EQ
735EXIM28-N0,7491585,,,29264,NSE,EQ
720NHPC35-N0,7492097,,,29266,NSE,EQ
729NHB31-N0,7492609,,,29268,NSE,EQ
REXPRO-SM,7493121,REXPRO ENTERPRISES,,29270,NSE,EQ
12VCCL29A-N0,7494145,,,29274,NSE,EQ
970ISF28-N0,7494657,,,29276,NSE,EQ
703OR31-SG,7495169,SDL OR 7.03% 2031,,29278,NSE,EQ
705GJ34-SG,7495425,SDL GJ 7.05% 2034,,29279,NSE,EQ
713RJ35-SG,7495681,SDL RJ 7.13% 2035,,29280,NSE,EQ
703GJ35-SG,7495937,SDL GJ 7.03% 2035,,29281,NSE,EQ
712BR37-SG,7496193,SDL BR 7.12% 2037,,29282,NSE,EQ
714HR38A-SG,7496449,SDL HR 7.14% 2038,,29283,NSE,EQ
VMART,136953860,V-MART RETAIL,534976,29284,BSE,EQ
713KA41-SG,7496961,SDL KA 7.13% 2041,,29285,NSE,EQ
713WB42-SG,7497217,SDL WB 7.13% 2042,,29286,NSE,EQ
713WB44-SG,7498497,SDL WB 7.13% 2044,,29291,NSE,EQ
711TN45-SG,7498753,SDL TN 7.11% 2045,,29292,NSE,EQ
711BR45-SG,7499009,SDL BR 7.11% 2045,,29293,NSE,EQ
711AS45-SG,7499265,SDL AS 7.11% 2045,,29294,NSE,EQ
712PN45-SG,7499521,SDL PN 7.12% 2045,,29295,NSE,EQ
710RJ50-SG,7499777,SDL RJ 7.10% 2050,,29296,NSE,EQ
711TS47-SG,7500033,SDL TS 7.11% 2047,,29297,NSE,EQ
708TS49-SG,7500289,SDL TS 7.08% 2049,,29298,NSE,EQ
710TS50-SG,7500545,SDL TS 7.10% 2050,,29299,NSE,EQ
710RJ51-SG,7500801,SDL RJ 7.10% 2051,,29300,NSE,EQ
708JK55-SG,7501057,SDL JK 7.08% 2055,,29301,NSE,EQ
364D290126-TB,7501825,GOI TBILL 364D-29/01/26,,29304,NSE,EQ
766LICH29-N0,7502081,,,29305,NSE,EQ
857IHFL26-N0,7502593,,,29307,NSE,EQ
751HUDCO28-N5,7503873,,,29312,NSE,EQ
734IRFC28-N4,7506689,,,29323,NSE,EQ
SAFARI-T0,7523841,,,29390,NSE,EQ
0NHIT35-N0,7532801,,,29425,NSE,EQ
MOHITIND-BE,7533313,MOHIT INDUSTRIES,,29427,NSE,EQ
0NHIT34-N0,7534593,,,29432,NSE,EQ
SUPREME,135853316,SUPREME HOLDINGS & HOSPITALITY,530677,29439,BSE,EQ
AGARWALEYE,139353604,DR. AGARWAL'S HEALTH CARE LIMI,544350,29452,BSE,EQ
790CANF30-N0,7540993,,,29457,NSE,EQ
MOSCHIP,136296196,MOSCHIP TECHNOLOGIES,532407,29459,BSE,EQ
NEXT30ADD,139354116,DSP MUTUAL FUND,544352,29464,BSE,EQ
79742SIC30-N0,7543553,,,29467,NSE,EQ
865MFL28-N0,7544065,,,29469,NSE,EQ
PROTEAN,139269380,PROTEAN EGOV TECHNOLOGIES LIMI,544021,29472,BSE,EQ
364D050226-TB,7547137,GOI TBILL 364D-05/02/26,,29481,NSE,EQ
MCLOUD,137956100,MAGELLANIC CLOUD,538891,29482,BSE,EQ
NIBE,136994820,NIBE,535136,29487,BSE,EQ
ORCHASP-BE,7550721,ORCHASP,,29495,NSE,EQ
717AP32-SG,7551233,SDL AP 7.17% 2032,,29497,NSE,EQ
707AP34-SG,7551489,SDL AP 7.07% 2034,,29498,NSE,EQ
707GJ34-SG,7551745,SDL GJ 7.07% 2034,,29499,NSE,EQ
711KA35A-SG,7552001,SDL KA 7.11% 2035,,29500,NSE,EQ
712MH36A-SG,7552257,SDL MH 7.12% 2036,,29501,NSE,EQ
712BR37A-SG,7552513,SDL BR 7.12% 2037,,29502,NSE,EQ
713MH37B-SG,7552769,SDL MH 7.13% 2037,,29503,NSE,EQ
711OR37-SG,7553025,SDL OR 7.11% 2037,,29504,NSE,EQ
711AP38B-SG,7553281,SDL AP 7.11% 2038,,29505,NSE,EQ
716KL38-SG,7553537,SDL KL 7.16% 2038,,29506,NSE,EQ
712MH38A-SG,7553793,SDL MH 7.12% 2038,,29507,NSE,EQ
714MH39-SG,7554049,SDL MH 7.14% 2039,,29508,NSE,EQ
716AP40-SG,7555073,SDL AP 7.16% 2040,,29512,NSE,EQ
716AS40-SG,7555329,SDL AS 7.16% 2040,,29513,NSE,EQ
719BR45-SG,7555585,SDL BR 7.19% 2045,,29514,NSE,EQ
719PN45-SG,7555841,SDL PN 7.19% 2045,,29515,NSE,EQ
719TS46-SG,7556097,SDL TS 7.19% 2046,,29516,NSE,EQ
675GJ27-SG,7556353,SDL GJ 6.75% 2027,,29517,NSE,EQ
70OR30-SG,7556609,SDL OR 7.0% 2030,,29518,NSE,EQ
714UK32-SG,7556865,SDL UK 7.14% 2032,,29519,NSE,EQ
708AP35A-SG,7557121,SDL AP 7.08% 2035,,29520,NSE,EQ
718TS47-SG,7557377,SDL TS 7.18% 2047,,29521,NSE,EQ
718TS49-SG,7557633,SDL TS 7.18% 2049,,29522,NSE,EQ
718KL50-SG,7557889,SDL KL 7.18% 2050,,29523,NSE,EQ
718TN55-SG,7558145,SDL TN 7.18% 2055,,29524,NSE,EQ
725NBFI40-N0,7558401,,,29525,NSE,EQ
GROWWRAIL,7558913,GROWWAMC - GROWWRAIL,,29527,NSE,EQ
918IHFL28-N0,7559937,,,29531,NSE,EQ
950ISF27-N0,7560449,,,29533,NSE,EQ
805PHFL30-N0,7560961,,,29535,NSE,EQ
724PFCL35-N0,7561473,,,29537,NSE,EQ
725PFCL45-N0,7561985,,,29539,NSE,EQ
CHAMUNDA-SM,7562497,CHAMUNDA ELECTRICAL,,29541,NSE,EQ
860TPL31-N0,7563521,,,29545,NSE,EQ
KEN-SM,7564033,KEN ENTERPRISES,,29547,NSE,EQ
775CIT38-N0,7565057,,,29551,NSE,EQ
NIFTYIETF,137473796,ICICI PRUDENTIAL NIFTY ETF,537007,29553,BSE,EQ
790ABHFL27-N0,7566593,,,29557,NSE,EQ
786ABHFL28-N0,7567105,,,29559,NSE,EQ
READYMIX-ST,7568385,READYMIX CONSTRU MACHI L,,29564,NSE,EQ
714BR37-SG,7568641,SDL BR 7.14% 2037,,29565,NSE,EQ
718BR45-SG,7568897,SDL BR 7.18% 2045,,29566,NSE,EQ
714CG33-SG,7569153,SDL CG 7.14% 2033,,29567,NSE,EQ
707GJ32-SG,7569409,SDL GJ 7.07% 2032,,29568,NSE,EQ
708GJ34-SG,7569665,SDL GJ 7.08% 2034,,29569,NSE,EQ
714HR38B-SG,7569921,SDL HR 7.14% 2038,,29570,NSE,EQ
718JK45-SG,7570177,SDL JK 7.18% 2045,,29571,NSE,EQ
708KA31A-SG,7570433,SDL KA 7.08% 2031,,29572,NSE,EQ
711KA33-SG,7570689,SDL KA 7.11% 2033,,29573,NSE,EQ
716MZ35-SG,7570945,SDL MZ 7.16% 2035,,29574,NSE,EQ
709TN35-SG,7571201,SDL TN 7.09% 2035,,29575,NSE,EQ
717TN45-SG,7571457,SDL TN 7.17% 2045,,29576,NSE,EQ
NIF100BEES,137595652,NIPPON INDIA ETF NIFTY 100,537483,29577,BSE,EQ
718TN55A-SG,7572225,SDL TN 7.18% 2055,,29579,NSE,EQ
364D120226-TB,7572993,GOI TBILL 364D-12/02/26,,29582,NSE,EQ
NATCAPSUQ-BE,7574529,NATURAL CAPSULES,,29588,NSE,EQ
JUBLCPL-BE,7575553,JUBILANT AGRI N CON PRO L,,29592,NSE,EQ
ELGNZ-SM,7576321,ELEGANZ INTERIORS,,29595,NSE,EQ
REPCOHOME,137042436,REPCO HOME FINANCE,535322,29598,BSE,EQ
742SIDBI29-N0,7577601,,,29600,NSE,EQ
704IRFC28-N6,7579393,,,29607,NSE,EQ
704REC28-N4,7581185,,,29614,NSE,EQ
AJAXENGG,139355140,AJAX ENGINEERING ,544356,29624,BSE,EQ
728RECL40-N0,7585025,,,29629,NSE,EQ
756IIFCL28-N0,7585537,,,29631,NSE,EQ
CHANDAN-ST,7586817,CHANDAN HEALTHCARE,,29636,NSE,EQ
CITI27-N0,7587073,,,29637,NSE,EQ
810HLICL35-N0,7587585,,,29639,NSE,EQ
728IRFC40-N0,7588097,,,29641,NSE,EQ
779LTFL30-N0,7588609,,,29643,NSE,EQ
MAXVOLT-SM,7589121,MAXVOLT ENERGY INDUS L,,29645,NSE,EQ
719HUDCO28-N7,7590401,,,29650,NSE,EQ
VOLERCAR-ST,7593217,VOLER CAR,,29661,NSE,EQ
PSRAJ-ST,7594241,P S RAJ STEELS,,29665,NSE,EQ
HEXT,139356676,HEXAWARE TECHNOLOGIES ,544362,29666,BSE,EQ
773TIL35-N0,7597057,,,29676,NSE,EQ
BAJAJINDEF,139357188,INDEF MANUFACTURING ,544364,29678,BSE,EQ
820CIFL28-N0,7598849,,,29683,NSE,EQ
750BOI35-N0,7599361,,,29685,NSE,EQ
UNIONGOLD,139356932,UNION MUTUAL FUND,544363,29687,BSE,EQ
364D200226-TB,7600897,GOI TBILL 364D-20/02/26,,29691,NSE,EQ
715AS35B-SG,7601153,SDL AS 7.15% 2035,,29692,NSE,EQ
716KA36B-SG,7601409,SDL KA 7.16% 2036,,29693,NSE,EQ
712GJ37A-SG,7601665,SDL GJ 7.12% 2037,,29694,NSE,EQ
714RJ37A-SG,7601921,SDL RJ 7.14% 2037,,29695,NSE,EQ
689OR28A-SG,7602177,SDL OR 6.89% 2028,,29696,NSE,EQ
702GJ31A-SG,7602433,SDL GJ 7.02% 2031,,29697,NSE,EQ
706OR31A-SG,7602689,SDL OR 7.06% 2031,,29698,NSE,EQ
716UP39B-SG,7602945,SDL UP 7.16% 2039,,29699,NSE,EQ
716PY40A-SG,7603201,SDL PY 7.16% 2040,,29700,NSE,EQ
716MP40A-SG,7603457,SDL MP 7.16% 2040,,29701,NSE,EQ
718BR45B-SG,7603713,SDL BR 7.18% 2045,,29702,NSE,EQ
718MP48A-SG,7603969,SDL MP 7.18% 2048,,29703,NSE,EQ
715BR37B-SG,7604225,SDL BR 7.15% 2037,,29704,NSE,EQ
716MP37A-SG,7604481,SDL MP 7.16% 2037,,29705,NSE,EQ
716HR38A-SG,7604737,SDL HR 7.16% 2038,,29706,NSE,EQ
714PY31A-SG,7604993,SDL PY 7.14% 2031,,29707,NSE,EQ
708GJ33B-SG,7605249,SDL GJ 7.08% 2033,,29708,NSE,EQ
713KA34A-SG,7605505,SDL KA 7.13% 2034,,29709,NSE,EQ
715PY39A-SG,7605761,SDL PY 7.15% 2039,,29710,NSE,EQ
QPOWER,139357956,QUALITY POWER ELECTRICAL EQUIP,544367,29711,BSE,EQ
834MLICL35-N0,7607553,,,29717,NSE,EQ
742PFC28-N0,7608065,,,29719,NSE,EQ
738PFC32-N0,7608577,,,29721,NSE,EQ
TEJASCARGO-ST,7609857,TEJAS CARGO INDIA,,29726,NSE,EQ
ROYALARC-SM,7610113,ROYAL ARC ELECTRODES,,29727,NSE,EQ
GUJTHEM,129761028,GUJARAT THEMIS BIOSYN,506879,29731,BSE,EQ
NIBL,137077252,NRB INDUSTRIAL BEARINGS,535458,29733,BSE,EQ
7645LICH30-N0,7613953,,,29742,NSE,EQ
12VCCL27B-N0,7615745,,,29749,NSE,EQ
MSCIINDIA,7618049,KOTAKMAMC - MSCIINDIA,,29758,NSE,EQ
GROWWN200,7647233,GROWWAMC - GROWWN200,,29872,NSE,EQ
VIVIDHA,129573380,VISAGAR POLYTEX,506146,29877,BSE,EQ
HPTL-ST,7649025,HP TELECOM INDIA,,29879,NSE,EQ
364D270226-TB,7657217,GOI TBILL 364D-27/02/26,,29911,NSE,EQ
698GJ30-SG,7657473,SDL GJ 6.98% 2030,,29912,NSE,EQ
716KA32-SG,7657729,SDL KA 7.16% 2032,,29913,NSE,EQ
717TN33-SG,7657985,SDL TN 7.17% 2033,,29914,NSE,EQ
72CG34-SG,7658753,SDL CG 7.2% 2034,,29917,NSE,EQ
719OR35-SG,7659265,SDL OR 7.19% 2035,,29919,NSE,EQ
717RJ35-SG,7659521,SDL RJ 7.17% 2035,,29920,NSE,EQ
72SK35-SG,7659777,SDL SK 7.2% 2035,,29921,NSE,EQ
719CG35-SG,7660033,SDL CG 7.19% 2035,,29922,NSE,EQ
72AP36-SG,7660289,SDL AP 7.2% 2036,,29923,NSE,EQ
718TN36-SG,7660545,SDL TN 7.18% 2036,,29924,NSE,EQ
724BR37-SG,7660801,SDL BR 7.24% 2037,,29925,NSE,EQ
717MH37-SG,7661057,SDL MH 7.17% 2037,,29926,NSE,EQ
72KA37-SG,7661313,SDL KA 7.2% 2037,,29927,NSE,EQ
722HR38A-SG,7661569,SDL HR 7.22% 2038,,29928,NSE,EQ
718MH38-SG,7661825,SDL MH 7.18% 2038,,29929,NSE,EQ
718MH39-SG,7662081,SDL MH 7.18% 2039,,29930,NSE,EQ
72AS40-SG,7662337,SDL AS 7.2% 2040,,29931,NSE,EQ
719MH40-SG,7662593,SDL MH 7.19% 2040,,29932,NSE,EQ
72MN40-SG,7662849,SDL MN 7.2% 2040,,29933,NSE,EQ
719OR40-SG,7663361,SDL OR 7.19% 2040,,29935,NSE,EQ
72UP40-SG,7663617,SDL UP 7.2% 2040,,29936,NSE,EQ
72KL42-SG,7663873,SDL KL 7.2% 2042,,29937,NSE,EQ
72RJ42-SG,7664129,SDL RJ 7.2% 2042,,29938,NSE,EQ
72AS45-SG,7664385,SDL AS 7.2% 2045,,29939,NSE,EQ
72OR45-SG,7664641,SDL OR 7.2% 2045,,29940,NSE,EQ
72TN55-SG,7664897,SDL TN 7.2% 2055,,29941,NSE,EQ
740IREDA36-N0,7665153,,,29942,NSE,EQ
NIFTY100EW,7665665,KOTAKMAMC - NIFTY100EW,,29944,NSE,EQ
737NBRD35-N0,7666433,,,29947,NSE,EQ
749SIDBI29-N0,7666945,,,29949,NSE,EQ
735NHB32-N0,7668225,,,29954,NSE,EQ
CALSOFTPP-E1,7668993,CALSOFT RS.2.50 PPD UP,,29957,NSE,EQ
799NIIF37-N0,7669761,,,29960,NSE,EQ
JUSTDIAL,137125892,JUST DIAL,535648,29962,BSE,EQ
825TCSL28-N0,7670529,,,29963,NSE,EQ
744PFCL30-N0,7672065,,,29969,NSE,EQ
74PFCL35-N0,7672577,,,29971,NSE,EQ
80980TCL27-N0,7673089,,,29973,NSE,EQ
AONETOTAL,7673601,AONEAMC - AONETOTAL,,29975,NSE,EQ
817GHFL30-N0,7674625,,,29979,NSE,EQ
364D050326-TB,7676929,GOI TBILL 364D-05/03/26,,29988,NSE,EQ
727UP41-SG,7677185,SDL UP 7.27% 2041,,29989,NSE,EQ
727MP45-SG,7677697,SDL MP 7.27% 2045,,29991,NSE,EQ
727TS47-SG,7677953,SDL TS 7.27% 2047,,29992,NSE,EQ
727MP48-SG,7678209,SDL MP 7.27% 2048,,29993,NSE,EQ
727TS49-SG,7678465,SDL TS 7.27% 2049,,29994,NSE,EQ
706GJ30-SG,7678721,SDL GJ 7.06% 2030,,29995,NSE,EQ
72OR32-SG,7678977,SDL OR 7.2% 2032,,29996,NSE,EQ
722KA32-SG,7679233,SDL KA 7.22% 2032,,29997,NSE,EQ
708TN30-SG,7679489,SDL TN 7.08% 2030,,29998,NSE,EQ
721TN32-SG,7679745,SDL TN 7.21% 2032,,29999,NSE,EQ
722TN33-SG,7680001,SDL TN 7.22% 2033,,30000,NSE,EQ
722AP34-SG,7680257,SDL AP 7.22% 2034,,30001,NSE,EQ
728CG34-SG,7680513,SDL CG 7.28% 2034,,30002,NSE,EQ
722AP35-SG,7680769,SDL AP 7.22% 2035,,30003,NSE,EQ
734AS35-SG,7681025,SDL AS 7.34% 2035,,30004,NSE,EQ
721GJ35-SG,7681281,SDL GJ 7.21% 2035,,30005,NSE,EQ
722RJ35-SG,7681537,SDL RJ 7.22% 2035,,30006,NSE,EQ
727CG35-SG,7681793,SDL CG 7.27% 2035,,30007,NSE,EQ
722KA35A-SG,7682049,SDL KA 7.22% 2035,,30008,NSE,EQ
728AP36-SG,7682305,SDL AP 7.28% 2036,,30009,NSE,EQ
722OR36-SG,7682561,SDL OR 7.22% 2036,,30010,NSE,EQ
732CG37-SG,7682817,SDL CG 7.32% 2037,,30011,NSE,EQ
732WB38-SG,7683329,SDL WB 7.32% 2038,,30013,NSE,EQ
726HR39-SG,7683585,SDL HR 7.26% 2039,,30014,NSE,EQ
726MP39-SG,7684865,SDL MP 7.26% 2039,,30019,NSE,EQ
73OR39-SG,7685121,SDL OR 7.3% 2039,,30020,NSE,EQ
725UP39-SG,7685377,SDL UP 7.25% 2039,,30021,NSE,EQ
73WB39-SG,7685633,SDL WB 7.3% 2039,,30022,NSE,EQ
ATULAUTO,136139524,ATUL AUTO,531795,30023,BSE,EQ
727OR41-SG,7686145,SDL OR 7.27% 2041,,30024,NSE,EQ
726TN55-SG,7686401,SDL TN 7.26% 2055,,30025,NSE,EQ
BALAJIPHOS-ST,7688449,BALAJI PHOSPHATES,,30033,NSE,EQ
734UCL30-N0,7688705,,,30034,NSE,EQ
760CIT38-N0,7689217,,,30036,NSE,EQ
734UCL28-N0,7689985,,,30039,NSE,EQ
FCONSUMER-BE,7690497,FUTURE CONSUMER,,30041,NSE,EQ
809CANF27-N0,7691521,,,30045,NSE,EQ
905CIFL32-N0,7692033,,,30047,NSE,EQ
ROADSTAR-IV,7693057,ROADSTAR INFRA INVT TRUST,,30051,NSE,EQ
990IIFL27A-N0,7695105,,,30059,NSE,EQ
960SFL35-N0,7695617,,,30061,NSE,EQ
790ABHFL28-N0,7696129,,,30063,NSE,EQ
MOCAPITAL,7696641,MOTILALAMC - MOCAPITAL,,30065,NSE,EQ
709TN30A-SG,7697665,SDL TN 7.09% 2030,,30069,NSE,EQ
718TN35-SG,7697921,SDL TN 7.18% 2035,,30070,NSE,EQ
724UP40-SG,7698177,SDL UP 7.24% 2040,,30071,NSE,EQ
722JK32-SG,7698433,SDL JK 7.22% 2032,,30072,NSE,EQ
729WB38-SG,7698689,SDL WB 7.29% 2038,,30073,NSE,EQ
728WB39-SG,7698945,SDL WB 7.28% 2039,,30074,NSE,EQ
723UK32-SG,7699201,SDL UK 7.23% 2032,,30075,NSE,EQ
727PY33-SG,7699457,SDL PY 7.27% 2033,,30076,NSE,EQ
723TS49-SG,7699713,SDL TS 7.23% 2049,,30077,NSE,EQ
724AR45-SG,7699969,SDL AR 7.24% 2045,,30078,NSE,EQ
723TS53-SG,7700225,SDL TS 7.23% 2053,,30079,NSE,EQ
